"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","29/242","239/9378",0.121338912133891,4.70213354541997,9.43546456920663,2.56985139095891e-12,7.40117200596167e-10,7.30378816377797e-10,"6154/6232/6128/6222/6233/6144/6171/6230/6161/4736/6164/6202/6173/6152/728/6201/6206/6170/5336/6130/2197/6168/6203/6229/6227/6134/6129/6159/6139",29
"Genetic Information Processing","Translation","hsa03010","Ribosome","27/242","223/9378",0.121076233183857,4.69195419338102,9.08115642955213,1.62571344094876e-11,2.34102735496621e-09,2.3102243634535e-09,"6154/6232/6128/6222/6233/6144/6171/6230/6161/4736/6164/6202/6173/6152/6201/6206/6170/6130/2197/6168/6203/6229/6227/6134/6129/6159/6139",27
