"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061077","chaperone-mediated protein folding","9/184","75/18888",0.12,12.3182608695652,9.74102052150165,4.69200449790071e-08,9.47619931161182e-05,8.13004028359808e-05,"FKBP5/CHORDC1/HSPA1A/HSPB1/DNAJB1/DNAJB6/PTGES3/HSPH1/HSPA1B",9
"GO:0090084","negative regulation of inclusion body assembly","5/184","12/18888",0.416666666666667,42.7717391304348,14.356261173874,6.22614935059909e-08,9.47619931161182e-05,8.13004028359808e-05,"HSPA1A/DNAJB1/DNAJB6/SORL1/HSPA1B",5
"GO:0090083","regulation of inclusion body assembly","5/184","17/18888",0.294117647058824,30.1918158567775,11.9429405083037,4.67575304844616e-07,0.000474433075982337,0.000407036607480523,"HSPA1A/DNAJB1/DNAJB6/SORL1/HSPA1B",5
"GO:0030308","negative regulation of cell growth","11/184","190/18888",0.0578947368421053,5.94302059496567,6.7919549627324,2.66657263076709e-06,0.00184996086245883,0.00158716124896617,"TP53TG5/BCL6/SEMA3B/HSPA1A/SEMA4B/BCL2/FOXP1/MAG/HSPA1B/ULK2/DDX3X",11
"GO:0070841","inclusion body assembly","5/184","24/18888",0.208333333333333,21.3858695652174,9.9115396550657,3.03870049681149e-06,0.00184996086245883,0.00158716124896617,"HSPA1A/DNAJB1/DNAJB6/SORL1/HSPA1B",5
"GO:0034605","cellular response to heat","7/184","67/18888",0.104477611940299,10.724853990915,7.90901316227594,3.94482166535806e-06,0.00200133952489166,0.00171703553539533,"HSP90AA1/CHORDC1/HSPA1A/DNAJB1/DNAJB6/HSPA1B/ST8SIA1",7
"GO:0009266","response to temperature stimulus","10/184","172/18888",0.0581395348837209,5.96814964610718,6.4919554178855,7.38441436896046e-06,0.00307658132243368,0.00263953186975516,"HSP90AA1/CHORDC1/HSPA1A/CIRBP/LIPA/HSPB1/DNAJB1/DNAJB6/HSPA1B/ST8SIA1",10
"GO:0009408","response to heat","8/184","104/18888",0.0769230769230769,7.89632107023411,6.99460601857425,8.08562765422781e-06,0.00307658132243368,0.00263953186975516,"HSP90AA1/CHORDC1/HSPA1A/HSPB1/DNAJB1/DNAJB6/HSPA1B/ST8SIA1",8
"GO:0007409","axonogenesis","16/184","455/18888",0.0351648351648352,3.60974677496417,5.58893696078121,1.02638200401754e-05,0.00333021902564772,0.00285713859970675,"NRXN3/LRP4/SEMA3B/IGF1R/NFASC/PTPRM/CDH11/SEMA4B/BCL2/SIPA1L1/MAG/S100B/ECE1/NFIB/ULK2/RELN",16
"GO:0002903","negative regulation of B cell apoptotic process","4/184","15/18888",0.266666666666667,27.3739130434783,10.134979726472,1.09402727517993e-05,0.00333021902564772,0.00285713859970675,"BCL6/IRS2/BCL2/FOXP1",4
"GO:0006457","protein folding","11/184","225/18888",0.0488888888888889,5.01855072463768,6.01441152269565,1.33707483588405e-05,0.00342839368516077,0.00294136687629984,"FKBP5/HSP90AA1/CHORDC1/HSPA1A/HSPB1/DNAJB1/DNAJB6/PTGES3/HSPH1/HSPA1B/HSPA4",11
"GO:0051085","chaperone cofactor-dependent protein refolding","5/184","32/18888",0.15625,16.039402173913,8.44508319451461,1.3515349612986e-05,0.00342839368516077,0.00294136687629984,"HSPA1A/DNAJB1/PTGES3/HSPH1/HSPA1B",5
"GO:0051084","'de novo' post-translational protein folding","5/184","37/18888",0.135135135135135,13.8719153936545,7.77320276684793,2.81239315218862e-05,0.00611494625375869,0.00524627624855637,"HSPA1A/DNAJB1/PTGES3/HSPH1/HSPA1B",5
"GO:0070229","negative regulation of lymphocyte apoptotic process","5/184","37/18888",0.135135135135135,13.8719153936545,7.77320276684793,2.81239315218862e-05,0.00611494625375869,0.00524627624855637,"BCL6/IRS2/BCL2/FOXP1/ST3GAL1",5
"GO:0045926","negative regulation of growth","11/184","247/18888",0.0445344129554656,4.57155430381975,5.60395044104244,3.17190950547456e-05,0.00643686168977638,0.00552246139163676,"TP53TG5/BCL6/SEMA3B/HSPA1A/SEMA4B/BCL2/FOXP1/MAG/HSPA1B/ULK2/DDX3X",11
"GO:0002902","regulation of B cell apoptotic process","4/184","20/18888",0.2,20.5304347826087,8.66736588646559,3.73790221371033e-05,0.00711135896158391,0.00610114170540483,"BCL6/IRS2/BCL2/FOXP1",4
"GO:0006458","'de novo' protein folding","5/184","41/18888",0.121951219512195,12.5185577942736,7.3230512503613,4.6850570816619e-05,0.00810284328476675,0.00695177888841079,"HSPA1A/DNAJB1/PTGES3/HSPH1/HSPA1B",5
"GO:0060993","kidney morphogenesis","7/184","98/18888",0.0714285714285714,7.33229813664596,6.23353147398825,4.87000204184054e-05,0.00810284328476675,0.00695177888841079,"FMN1/GREB1L/PRKX/BCL2/LGR4/ERBB4/PKD1",7
"GO:0010001","glial cell differentiation","11/184","260/18888",0.0423076923076923,4.34297658862876,5.38344213463368,5.05762228681236e-05,0.00810284328476675,0.00695177888841079,"OPALIN/MOBP/MAG/NFIB/TUBA1A/RELN/STAT3/LDLR/BOK/KLF15/ASPA",11
